Bayard-Condict Building,//upload.wikimedia.org/wikipedia/commons/thumb/d/d0/SullivanNY1.jpg/275px-SullivanNY1.jpg,1899,"The Bayard-Condict Building at 65 Bleecker Street between Broadway and Lafayette Street, at the head of Crosby Street in the NoHo neighbourhood of Manhattan, New York City is the only work of architect Louis Sullivan in New York City. It was built between 1897 and 1899 in the Chicago School style; the associate architect was Lyndon P. Smith. The building was originally known as the Condict Building before being renamed the Bayard Building.[3] The building was considered to be a radical design for its time, since it contravened the strictures of American Renaissance architecture which were the accepted status quo, but had little influence on architectural design in New York City, because of its location in the industrial area that Bleecker Street was during that period.[3]The building was designated a New York City landmark in 1975,[4] and has been a National Historic Landmark since 1976.,[2][5][6][7]",,Private office building,"[""Chicago school (architecture)"", ""Louis Sullivan buildings"", ""Skyscrapers in Manhattan"", ""Buildings and structures on the National Register of Historic Places in Manhattan"", ""National Historic Landmarks in New York City"", ""Landmarks in Manhattan""]",,"65 Bleecker StreetManhattan, New York City","The Bayard-Condict Building at 65 Bleecker Street between Broadway and Lafayette Street, at the head of Crosby Street in the NoHo neighbourhood of Manhattan, New York City is the only work of architect Louis Sullivan in New York City. It was built between 1897 and 1899 in the Chicago School style; the associate architect was Lyndon P. Smith. The building was originally known as the Condict Building before being renamed the Bayard Building.[3] The building was considered to be a radical design for its time, since it contravened the strictures of American Renaissance architecture which were the accepted status quo, but had little influence on architectural design in New York City, because of its location in the industrial area that Bleecker Street was during that period.[3]The building was designated a New York City landmark in 1975,[4] and has been a National Historic Landmark since 1976.,[2][5][6][7]"
Beaver Building,//upload.wikimedia.org/wikipedia/commons/thumb/3/36/Beaver_building_nypl.jpg/250px-Beaver_building_nypl.jpg,1903 (1903),"The building at 1 Wall Street Court in Manhattan, also known as The Beaver Building and The Cocoa Exchange (as the former home of the New York Cocoa Exchange) is a triangular-shaped building reminiscent of the Flatiron Building. The building, designed by Clinton and Russell and completed in 1904, is located at the intersection of Wall Street, Pearl Street, and Beaver Street.[2]Circa 2006, the building underwent conversion to become a residential condominium.[3]",,Private,"[""Office buildings completed in 1904"", ""Office buildings in Manhattan"", ""Wall Street"", ""Buildings and structures on the National Register of Historic Places in Manhattan"", ""Renaissance Revival architecture in New York"", ""New York City building and structure stubs""]",,"82-92 Beaver St., New York, New York","The building at 1 Wall Street Court in Manhattan, also known as The Beaver Building and The Cocoa Exchange (as the former home of the New York Cocoa Exchange) is a triangular-shaped building reminiscent of the Flatiron Building. The building, designed by Clinton and Russell and completed in 1904, is located at the intersection of Wall Street, Pearl Street, and Beaver Street.[2]Circa 2006, the building underwent conversion to become a residential condominium.[3]"
Bell Telephone Laboratories,//upload.wikimedia.org/wikipedia/commons/thumb/7/79/463-west-street-gate.jpg/250px-463-west-street-gate.jpg,1861-1898,"463 West Street is a 13 building complex located on the block between West Street, Washington Street, Bank Street, and Bethune Street in Manhattan, New York. It was originally the home of Bell Telephone Laboratories between 1898 and 1966. For a time, it was the largest industrial research center in the United States. It was listed on the National Register of Historic Places and further designated as a National Historic Landmark, as Bell Telephone Laboratories.[2]Many early technological inventions were developed here including automatic telephone panel switches, the first experimental talking movies (1923), black and white and color TV, video telephones, radar, the vacuum tube, medical equipment, the development of the phonograph record[3] and the first commercial broadcasts including the first broadcast of a baseball game and the New York Philharmonic with Toscanini conducting. It also served as the headquarters for the company from 1925 to the early 1960s.[4]The site was also the home for part of the Manhattan Project during World War II.After two years of renovations by Richard Meier, the building was reopened in 1970 as Westbeth Artists Community for low to middle income artists. In addition to affordable artist housing, the complex contains a theatre, an art gallery, and a synagogue.It was declared a National Historic Landmark in 1975.[2][5]",,Westbeth Artists Community,"[""Industrial buildings completed in 1898"", ""Buildings and structures on the National Register of Historic Places in Manhattan"", ""Telecommunications buildings on the National Register of Historic Places"", ""History of telecommunications in the United States"", ""National Historic Landmarks in New York City"", ""West Village""]",,"463 West Street, Manhattan, New York City, New York","463 West Street is a 13 building complex located on the block between West Street, Washington Street, Bank Street, and Bethune Street in Manhattan, New York. It was originally the home of Bell Telephone Laboratories between 1898 and 1966. For a time, it was the largest industrial research center in the United States. It was listed on the National Register of Historic Places and further designated as a National Historic Landmark, as Bell Telephone Laboratories.[2]Many early technological inventions were developed here including automatic telephone panel switches, the first experimental talking movies (1923), black and white and color TV, video telephones, radar, the vacuum tube, medical equipment, the development of the phonograph record[3] and the first commercial broadcasts including the first broadcast of a baseball game and the New York Philharmonic with Toscanini conducting. It also served as the headquarters for the company from 1925 to the early 1960s.[4]The site was also the home for part of the Manhattan Project during World War II.After two years of renovations by Richard Meier, the building was reopened in 1970 as Westbeth Artists Community for low to middle income artists. In addition to affordable artist housing, the complex contains a theatre, an art gallery, and a synagogue.It was declared a National Historic Landmark in 1975.[2][5]"
Beth Hamedrash Hagodol Synagogue,//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Beth_Hamedrash_Hagadol_WTM_sheila_0015_crop.jpg/267px-Beth_Hamedrash_Hagadol_WTM_sheila_0015_crop.jpg,,"Beth Hamedrash Hagodol[8][9][10][11] (Hebrew: בֵּית הַמִּדְרָש הַגָּדוֹל, ""Great Study House"") is an Orthodox Jewish congregation that for over 120 years was located in a historic building at 60–64 Norfolk Street between Grand and Broome Streets in the Lower East Side neighnorhood of Manhattan, New York City. It was the first Eastern European congregation founded in New York City and the oldest Russian Jewish Orthodox congregation in the United States.[5]Founded in 1852 by Rabbi Abraham Ash as Beth Hamedrash, the congregation split in 1859, with the rabbi and most of the members renaming their congregation Beth Hamedrash Hagodol. The congregation's president and a small number of the members eventually formed the nucleus of Kahal Adath Jeshurun, also known as the Eldridge Street Synagogue.[12][13] Rabbi Jacob Joseph, the first and only Chief Rabbi of New York City, led the congregation from 1888 to 1902.[14] Rabbi Ephraim Oshry, one of the few European Jewish legal decisors to survive the Holocaust, led the congregation from 1952 to 2003.[15]The congregation's building, a Gothic Revival structure built in 1850 as the Norfolk Street Baptist Church and purchased in 1885, was one of the largest synagogues on the Lower East Side.[13][16] It was listed on the National Register of Historic Places in 1999.[7] In the late 20th century the congregation dwindled and was unable to maintain the building, which had been damaged by storms. Despite their obtaining funding and grants, the structure was critically endangered.[2][17]The synagogue was closed in 2007. The congregation, reduced to around 20 regularly attending members, was sharing facilities with a congregation on Henry Street.[18] The Lower East Side Conservancy was trying to raise an estimated $4.5 million for repairs of the building, with the intent of converting it to an educational center.[2][17] In December 2012, it was reported that the leadership of the synagogue under Rabbi Mendel Greenbaum filed a “hardship application” with the Landmarks Preservation Commission seeking permission to demolish the building to make way for a new residential development.[19]",,,"[""19th-century synagogues"", ""Gothic Revival synagogues"", ""Landmarks in Manhattan"", ""Lower East Side"", ""Orthodox synagogues in New York City"", ""Properties of religious function on the National Register of Historic Places in Manhattan"", ""Religious buildings completed in 1850"", ""Religious organizations established in 1852"", ""Russian-American culture in New York"", ""Russian-Jewish culture in the United States"", ""Synagogues in Manhattan"", ""Synagogues on the National Register of Historic Places"", ""1852 establishments in New York""]",,,"Beth Hamedrash Hagodol[8][9][10][11] (Hebrew: בֵּית הַמִּדְרָש הַגָּדוֹל, ""Great Study House"") is an Orthodox Jewish congregation that for over 120 years was located in a historic building at 60–64 Norfolk Street between Grand and Broome Streets in the Lower East Side neighnorhood of Manhattan, New York City. It was the first Eastern European congregation founded in New York City and the oldest Russian Jewish Orthodox congregation in the United States.[5]Founded in 1852 by Rabbi Abraham Ash as Beth Hamedrash, the congregation split in 1859, with the rabbi and most of the members renaming their congregation Beth Hamedrash Hagodol. The congregation's president and a small number of the members eventually formed the nucleus of Kahal Adath Jeshurun, also known as the Eldridge Street Synagogue.[12][13] Rabbi Jacob Joseph, the first and only Chief Rabbi of New York City, led the congregation from 1888 to 1902.[14] Rabbi Ephraim Oshry, one of the few European Jewish legal decisors to survive the Holocaust, led the congregation from 1952 to 2003.[15]The congregation's building, a Gothic Revival structure built in 1850 as the Norfolk Street Baptist Church and purchased in 1885, was one of the largest synagogues on the Lower East Side.[13][16] It was listed on the National Register of Historic Places in 1999.[7] In the late 20th century the congregation dwindled and was unable to maintain the building, which had been damaged by storms. Despite their obtaining funding and grants, the structure was critically endangered.[2][17]The synagogue was closed in 2007. The congregation, reduced to around 20 regularly attending members, was sharing facilities with a congregation on Henry Street.[18] The Lower East Side Conservancy was trying to raise an estimated $4.5 million for repairs of the building, with the intent of converting it to an educational center.[2][17] In December 2012, it was reported that the leadership of the synagogue under Rabbi Mendel Greenbaum filed a “hardship application” with the Landmarks Preservation Commission seeking permission to demolish the building to make way for a new residential development.[19]"
Bialystoker Synagogue,//upload.wikimedia.org/wikipedia/commons/thumb/b/bb/Bialystoker_Synagogue.jpg/287px-Bialystoker_Synagogue.jpg,1826,"The Bialystoker Synagogue at 7-11 Bailystoker Place between Grand and Broome Streets in the Lower East Side neighborhood of Manhattan, New York City is an Orthodox Jewish synagogue. The building was constructed in 1826 as the Willett Street Methodist Episcopal Church; the synagogue purchased the building in 1905.The synagogue was designated a New York City Landmark in 1966. It is one of only four early-19th century fieldstone religious buildings surviving from the late Federal period in Lower Manhattan,[2] and is the oldest building used as a synagogue in New York City.[3]",,Private,"[""Lower East Side"", ""History of immigration to the United States"", ""National Historic Sites in New York"", ""Polish-Jewish culture in the United States"", ""Synagogues on the National Register of Historic Places"", ""Synagogues in Manhattan"", ""Landmarks in Manhattan"", ""Religious organizations established in 1865"", ""Religious buildings completed in 1826"", ""Polish-American culture in New York City"", ""Properties of religious function on the National Register of Historic Places in Manhattan"", ""Orthodox synagogues in New York City"", ""Federal synagogues"", ""Federal architecture in New York"", ""Methodist churches in New York"", ""Churches in Manhattan"", ""1865 establishments in New York""]",,"7-13 Bialystoker PlaceManhattan, New York City","The Bialystoker Synagogue at 7-11 Bailystoker Place between Grand and Broome Streets in the Lower East Side neighborhood of Manhattan, New York City is an Orthodox Jewish synagogue. The building was constructed in 1826 as the Willett Street Methodist Episcopal Church; the synagogue purchased the building in 1905.The synagogue was designated a New York City Landmark in 1966. It is one of only four early-19th century fieldstone religious buildings surviving from the late Federal period in Lower Manhattan,[2] and is the oldest building used as a synagogue in New York City.[3]"
Bleecker Street Subway Station (IRT),//upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Broadway_Lafayette_IND_sta_jeh.jpg/300px-Broadway_Lafayette_IND_sta_jeh.jpg,,"Bleecker Street / Broadway – Lafayette Street is a New York City Subway station complex in the NoHo district of Manhattan on the IRT Lexington Avenue Line and the IND Sixth Avenue Line. It is served by the:The complex comprises two stations, Bleecker Street (IRT) and Broadway – Lafayette Street (IND). A free transfer passageway from the southbound IRT platform to the IND platform opened on May 19, 1957.[4] This ""one-way"" transfer existed for about 50 years. Construction began in 2010 to extend the northbound IRT platform south.[4] On March 26, 2012, the northbound platform was shifted 300 feet south to the newly constructed extension and the 1950s northern extension closed at the same time. The connection from the northbound IRT platform to the IND station opened on September 25, 2012.[5][6] The transfer boasted new elevators and escalators to the IND station below. Prior to 2012, transfer to the northbound platform from the IND station required a brief walk on surface streets and payment of an additional fare (except for unlimited-ride MetroCard holders). The entire project cost $135 million.[7]",,,"[""IND Sixth Avenue Line stations"", ""New York City Subway stations in Manhattan"", ""Railway stations opened in 1936"", ""New York City Subway transfer stations"", ""IRT Lexington Avenue Line stations"", ""Railway and subway stations on the National Register of Historic Places in Manhattan"", ""Railway stations opened in 1904"", ""1936 establishments in New York""]",,,"Bleecker Street / Broadway – Lafayette Street is a New York City Subway station complex in the NoHo district of Manhattan on the IRT Lexington Avenue Line and the IND Sixth Avenue Line. It is served by the:The complex comprises two stations, Bleecker Street (IRT) and Broadway – Lafayette Street (IND). A free transfer passageway from the southbound IRT platform to the IND platform opened on May 19, 1957.[4] This ""one-way"" transfer existed for about 50 years. Construction began in 2010 to extend the northbound IRT platform south.[4] On March 26, 2012, the northbound platform was shifted 300 feet south to the newly constructed extension and the 1950s northern extension closed at the same time. The connection from the northbound IRT platform to the IND station opened on September 25, 2012.[5][6] The transfer boasted new elevators and escalators to the IND station below. Prior to 2012, transfer to the northbound platform from the IND station required a brief walk on surface streets and payment of an additional fare (except for unlimited-ride MetroCard holders). The entire project cost $135 million.[7]"
Bouwerie Lane Theater,//upload.wikimedia.org/wikipedia/commons/thumb/7/7f/BouwerieLaneTheatre.JPG/267px-BouwerieLaneTheatre.JPG,1874,"The Bouwerie Lane Theatre is a former bank building which became an Off-Broadway theatre, located at 330 Bowery at Bond Street in Manhattan, New York City.The cast-iron building, which was constructed from 1873-1874, was designed by Henry Engelbert in the Italianate style for the Atlantic Savings Bank, which became the Bond Street Saving Bank before the building was completed.[1] When the bank failed in 1879, the building was sold to the German Exchange Bank, which served the German immigrant community.[1] Prior to the 1960s, the building was used for the storage of fabrics. Then in 1963, the building was converted into a theater by Honey Waldman, who produced several plays there.[2] From 1974 to 2006, it was the home of the Jean Cocteau Repertory Theatre.[3]Among the many plays and musicals that were produced at the theatre, the first was The Immoralist (1963) with Frank Langella, Dames at Sea (1968), Night and Day (2000) by Tom Stoppard, Brecht's The Threepenny Opera (2003), and the Cocteau's final production, Jean Genet's The Maids X 2 (2006).[4][5]The building was purchased by Adam Gordon in 2007 for conversion into a private mansion with a climbing wall, and the Bowery street front used for retail.[2]In 1967, the building was designated a New York City landmark,[1] and it was added to the National Register of Historic Places in 1980.[6] The AIA Guide to New York City calls it ""One of the most sophisticated cast-iron buildings.""[7]",,,"[""Theatres on the National Register of Historic Places in Manhattan"", ""Off-Broadway theaters"", ""Landmarks in Manhattan"", ""Henry Engelbert buildings"", ""Italianate architecture in New York"", ""Commercial buildings completed in 1874"", ""Bank buildings in New York City""]",,"Manhattan, New York City, New York","The Bouwerie Lane Theatre is a former bank building which became an Off-Broadway theatre, located at 330 Bowery at Bond Street in Manhattan, New York City.The cast-iron building, which was constructed from 1873-1874, was designed by Henry Engelbert in the Italianate style for the Atlantic Savings Bank, which became the Bond Street Saving Bank before the building was completed.[1] When the bank failed in 1879, the building was sold to the German Exchange Bank, which served the German immigrant community.[1] Prior to the 1960s, the building was used for the storage of fabrics. Then in 1963, the building was converted into a theater by Honey Waldman, who produced several plays there.[2] From 1974 to 2006, it was the home of the Jean Cocteau Repertory Theatre.[3]Among the many plays and musicals that were produced at the theatre, the first was The Immoralist (1963) with Frank Langella, Dames at Sea (1968), Night and Day (2000) by Tom Stoppard, Brecht's The Threepenny Opera (2003), and the Cocteau's final production, Jean Genet's The Maids X 2 (2006).[4][5]The building was purchased by Adam Gordon in 2007 for conversion into a private mansion with a climbing wall, and the Bowery street front used for retail.[2]In 1967, the building was designated a New York City landmark,[1] and it was added to the National Register of Historic Places in 1980.[6] The AIA Guide to New York City calls it ""One of the most sophisticated cast-iron buildings.""[7]"
The Bowery Historic District,//upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Bowery%2C_looking_north_from_Houston_Street.jpg/325px-Bowery%2C_looking_north_from_Houston_Street.jpg,,"Coordinates: 40°43′11.62″N 73°59′38.86″W﻿ / ﻿40.7198944°N 73.9941278°W﻿ / 40.7198944; -73.9941278The Bowery (/ˈbaʊ.əri/ or New York English /ˈbaʊər.i/), sometimes referred to simply as Bowery, is a street and neighborhood in the southern portion of the New York City borough of Manhattan. The street runs from Chatham Square in the south to Cooper Square at 4th Street in the north,[1] while the neighborhood's boundaries are roughly East 4th Street and the East Village to the north; Canal Street and Chinatown to the south; Allen Street and the Lower East Side to the east; and Little Italy to the west.[2]In the 17th century, the road branched off Broadway north of Fort Amsterdam at the tip of Manhattan to the homestead of Peter Stuyvesant, Director-General of New Netherland. The street was known as Bowery Lane prior to 1807.[3] ""Bowery"" is an anglicisation of the Dutch bouwerij, derived from an antiquated Dutch word for ""farm"", as in the 17th century, the area contained many large farms.[1]A New York City Subway station named Bowery, serving the BMT Nassau Street Line (J Z trains) is located close to Bowery's intersection with Delancey and Kenmare Streets.",,,"[""Neighborhoods in Manhattan"", ""Streets in the Lower East Side of Manhattan"", ""Lower Manhattan""]",,,"Coordinates: 40°43′11.62″N 73°59′38.86″W﻿ / ﻿40.7198944°N 73.9941278°W﻿ / 40.7198944; -73.9941278The Bowery (/ˈbaʊ.əri/ or New York English /ˈbaʊər.i/), sometimes referred to simply as Bowery, is a street and neighborhood in the southern portion of the New York City borough of Manhattan. The street runs from Chatham Square in the south to Cooper Square at 4th Street in the north,[1] while the neighborhood's boundaries are roughly East 4th Street and the East Village to the north; Canal Street and Chinatown to the south; Allen Street and the Lower East Side to the east; and Little Italy to the west.[2]In the 17th century, the road branched off Broadway north of Fort Amsterdam at the tip of Manhattan to the homestead of Peter Stuyvesant, Director-General of New Netherland. The street was known as Bowery Lane prior to 1807.[3] ""Bowery"" is an anglicisation of the Dutch bouwerij, derived from an antiquated Dutch word for ""farm"", as in the 17th century, the area contained many large farms.[1]A New York City Subway station named Bowery, serving the BMT Nassau Street Line (J Z trains) is located close to Bowery's intersection with Delancey and Kenmare Streets."
Bowery Savings Bank,//upload.wikimedia.org/wikipedia/commons/thumb/3/35/Bowery_Savings_Bank_130_Bowery_from_north.jpg/275px-Bowery_Savings_Bank_130_Bowery_from_north.jpg,1893-95,The Bowery Savings Bank of New York City was chartered in May 1834 and is now part of Capital One Bank.,,,"[""Buildings and structures on the National Register of Historic Places in Manhattan"", ""McKim, Mead, and White buildings"", ""Defunct banks of the United States"", ""Landmarks in New York City"", ""Banks established in 1834""]",,"130 Bowery, Manhattan",The Bowery Savings Bank of New York City was chartered in May 1834 and is now part of Capital One Bank.
Bowling Green Fence and Park,//upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Wpdms_20020923b_bowling_green_composite.jpg/250px-Wpdms_20020923b_bowling_green_composite.jpg,1733,"Bowling Green is a small public park in Lower Manhattan at the foot of Broadway next to the site of the original Dutch fort of New Amsterdam. Built in 1733, originally including a bowling green, it is the oldest public park in New York City and is surrounded by its original 18th century fence. At its northern end is the Charging Bull sculpture. Bowling Green Fence and Park is listed on the U.S. National Register of Historic Places.",,Local,"[""Parks in Manhattan"", ""Urban public parks"", ""Buildings and structures on the National Register of Historic Places in Manhattan"", ""Financial District, Manhattan""]",,"Southern end of Broadway, New York City","Bowling Green is a small public park in Lower Manhattan at the foot of Broadway next to the site of the original Dutch fort of New Amsterdam. Built in 1733, originally including a bowling green, it is the oldest public park in New York City and is surrounded by its original 18th century fence. At its northern end is the Charging Bull sculpture. Bowling Green Fence and Park is listed on the U.S. National Register of Historic Places."
Broad Exchange Building,//upload.wikimedia.org/wikipedia/commons/thumb/2/26/Broad_Exchange_building_001.JPG/250px-Broad_Exchange_building_001.JPG,1900,"The Broad Exchange Building is located at 25 Broad Street, Manhattan, New York within the Financial District.",,,"[""Broad Street (Manhattan)"", ""Buildings and structures on the National Register of Historic Places in Manhattan"", ""Renaissance Revival architecture in New York"", ""Office buildings completed in 1900"", ""Landmarks in Manhattan"", ""Commercial buildings on the National Register of Historic Places in New York City"", ""New York County, New York Registered Historic Place stubs""]",,"25 Broad Street, New York, New York","The Broad Exchange Building is located at 25 Broad Street, Manhattan, New York within the Financial District."
Brooklyn Bridge,//upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Brooklyn_Bridge_Postdlf.jpg/280px-Brooklyn_Bridge_Postdlf.jpg,1883,"The Brooklyn Bridge is a bridge in New York City and is one of the oldest suspension bridges in the United States. Completed in 1883, it connects the boroughs of Manhattan and Brooklyn by spanning the East River. With a main span of 1,595.5 feet (486.3 m), it was the longest suspension bridge in the world from its opening until 1903, and the first steel-wire suspension bridge.Originally referred to as the New York and Brooklyn Bridge and as the East River Bridge, it was dubbed the Brooklyn Bridge, a name from an earlier January 25, 1867, letter to the editor of the Brooklyn Daily Eagle,[7] and formally so named by the city government in 1915. Since its opening, it has become an icon of New York City, and was designated a National Historic Landmark in 1964[6][8][9] and a National Historic Civil Engineering Landmark in 1972.[10]",,,"[""Bike paths in New York"", ""Bridges completed in 1883"", ""Bridges in New York City"", ""Bridges on the National Register of Historic Places in New York City"", ""Brooklyn-Manhattan Transit Corporation"", ""East River"", ""Historic American Engineering Record in New York"", ""Historic Civil Engineering Landmarks"", ""Landmarks in New York City"", ""National Historic Landmarks in New York City"", ""Road bridges in New York"", ""Road-rail bridges in the United States"", ""Suspension bridges in the United States"", ""Bridges in Brooklyn"", ""Visitor attractions in Brooklyn"", ""Visitor attractions in Manhattan"", ""Visitor attractions in New York City"", ""Former railway bridges in the United States"", ""Lower Manhattan"", ""Bridges in Manhattan""]",,,"The Brooklyn Bridge is a bridge in New York City and is one of the oldest suspension bridges in the United States. Completed in 1883, it connects the boroughs of Manhattan and Brooklyn by spanning the East River. With a main span of 1,595.5 feet (486.3 m), it was the longest suspension bridge in the world from its opening until 1903, and the first steel-wire suspension bridge.Originally referred to as the New York and Brooklyn Bridge and as the East River Bridge, it was dubbed the Brooklyn Bridge, a name from an earlier January 25, 1867, letter to the editor of the Brooklyn Daily Eagle,[7] and formally so named by the city government in 1915. Since its opening, it has become an icon of New York City, and was designated a National Historic Landmark in 1964[6][8][9] and a National Historic Civil Engineering Landmark in 1972.[10]"
Brooklyn Bridge – City Hall Subway Station (IRT),//upload.wikimedia.org/wikipedia/commons/thumb/9/96/BB_City_Hall_IRT_stair_jeh.JPG/300px-BB_City_Hall_IRT_stair_jeh.JPG,,Brooklyn Bridge – City Hall / Chambers Street is a New York City Subway station complex in Lower Manhattan. The complex is served by trains of the IRT Lexington Avenue Line and the BMT Nassau Street Line. The following services stop at this station:,,,"[""BMT Nassau Street Line stations"", ""Railway and subway stations on the National Register of Historic Places in Manhattan"", ""New York City Subway stations in Manhattan"", ""Beaux-Arts architecture in New York"", ""Government buildings completed in 1913"", ""Railway stations opened in 1913"", ""New York City Subway transfer stations"", ""IRT Lexington Avenue Line stations"", ""Railway stations opened in 1904""]",,,Brooklyn Bridge – City Hall / Chambers Street is a New York City Subway station complex in Lower Manhattan. The complex is served by trains of the IRT Lexington Avenue Line and the BMT Nassau Street Line. The following services stop at this station:
